age,gender,shower,out_freq,active_time,hiki_period,sleep_hours,meal_count,isolation
37,0,7,1,2,6,9,2,0.6801282715042763
25,1,7,0,2,21,4,1,0.9061302530026976
28,0,1,4,2,4,8,2,0.1316642413333047
26,1,7,2,3,2,12,2,0.1567963811617384
25,0,7,4,3,50,5,2,0.4276053908218187
21,1,7,3,1,30,5,3,0.12261092824308445
36,0,7,2,2,17,4,3,0.21310624157706284
19,1,7,4,2,0,5,2,0.06770942671755258
26,0,7,4,2,9,6,2,0.19173799367157632
37,0,7,1,1,119,5,2,0.8017537238069721
38,1,7,1,3,32,6,2,0.763712844466626
26,1,3,1,3,67,11,3,0.9018020702740305
21,0,7,4,2,107,3,2,0.4867208078410534
38,1,1,4,1,4,6,1,0.2283223698049469
33,0,7,2,2,6,6,2,0.1506541603958824
38,1,7,4,2,1,10,2,0.06770942671755258
27,0,7,3,2,0,8,3,0.05596671563142542
31,0,7,0,3,8,8,2,0.8960394822889021
31,0,7,3,2,155,10,2,0.6130664235278493
33,0,3,4,2,7,8,3,0.3122936162960593
24,0,7,4,3,5,8,3,0.09788092345453299
38,1,7,2,0,5,9,3,0.25128998341775116
37,1,7,0,3,31,7,2,0.8960394822889021
23,0,3,4,2,1,11,2,0.17020729105823318
38,0,3,1,2,191,3,2,0.9903320985372248
36,1,7,2,1,56,5,1,0.6176251996679346
33,1,1,4,2,80,9,2,0.25460057342619274
33,1,1,3,3,6,10,2,0.23168663426048472
30,1,7,1,0,3,6,1,0.8309062779491841
22,0,3,4,3,22,7,3,0.4083874786832369
21,1,7,1,2,0,7,3,0.39572838841414987
30,1,7,2,0,8,7,2,0.5272920785144884
27,1,7,4,2,8,7,3,0.13851507233090157
33,1,3,4,0,103,4,2,0.7685881835460663
26,1,7,4,0,56,6,2,0.5784093084369945
26,0,7,4,0,10,3,3,0.502602703471826
32,0,3,2,0,207,11,2,0.941463500619538
22,0,3,3,2,196,6,2,0.8173477397232973
23,1,7,3,3,0,11,2,0.1262083708756705
21,0,7,1,0,9,6,3,0.9324549869845199
23,0,7,4,2,84,11,2,0.2963872599615633
36,1,7,2,2,11,7,3,0.21310624157706284
34,0,7,1,2,63,7,2,0.7593810169389497
34,1,7,3,1,4,11,3,0.0584127129979245
24,1,3,4,0,214,5,3,0.8661672498628995
31,0,7,4,2,31,6,2,0.19173799367157632
29,1,7,4,1,19,7,2,0.14617156669624295
25,0,7,4,1,11,7,2,0.14617156669624295
26,1,7,4,1,0,5,3,0.034305763809608196
30,0,7,4,1,200,4,3,0.3720053794267503
31,0,7,4,3,2,8,2,0.09942441049554852
20,1,7,3,3,235,8,2,0.7066155617826472
34,0,3,4,2,88,8,2,0.5433159088079472
36,1,7,4,2,26,5,2,0.19173799367157632
28,0,7,3,2,3,8,2,0.08677289082782383
35,1,0,4,3,0,6,3,0.09726180319986935
28,1,7,1,1,1,8,2,0.3196253412018883
36,1,7,4,2,71,6,3,0.13851507233090157
38,1,3,3,2,0,7,2,0.19809839732023654
28,1,7,4,2,5,5,3,0.0666218676473796
25,0,7,4,2,51,4,2,0.3295081344382887
22,1,3,1,0,15,4,2,0.9613654099685319
19,0,7,3,3,2,11,3,0.08916853688468515
23,0,3,4,3,64,5,3,0.4083874786832369
35,0,7,3,1,12,6,2,0.18298990743485014
27,0,7,1,0,126,6,2,0.9859262323263268
26,1,7,4,2,2,7,2,0.06770942671755258
33,1,7,1,0,7,5,2,0.9532003153610481
35,1,3,3,3,0,8,2,0.27300304093662764
20,0,3,4,2,222,7,2,0.7737751171854721
33,1,1,4,3,22,5,2,0.3417643366081469
38,1,7,3,1,3,7,2,0.06417089461205494
22,1,1,4,2,204,6,2,0.6355319873203712
37,0,3,4,3,11,7,3,0.4083874786832369
37,1,1,4,1,4,10,2,0.09863214861827935
19,0,7,2,0,4,5,3,0.25128998341775116
20,1,3,1,2,216,8,2,0.9784964079389573
35,1,7,1,3,9,3,3,0.8314100968570922
33,0,7,3,1,45,8,3,0.22450762852947834
24,1,7,4,0,2,6,2,0.1685748023948792
27,1,7,4,3,15,8,2,0.2650325116032955
20,1,7,2,2,3,5,3,0.10732111221959086
38,0,7,2,2,2,7,2,0.10899547604453799
22,0,7,4,2,3,7,2,0.0952756906627491
21,1,3,1,2,197,5,3,0.9685948692707739
35,0,0,2,1,7,6,1,0.5288844965177428
22,1,7,4,2,2,5,3,0.0469161421399008
27,0,7,2,2,27,8,3,0.21310624157706284
33,1,7,0,0,11,6,3,0.914739340863922
32,1,7,4,3,5,5,3,0.09788092345453299
20,1,7,3,0,35,6,2,0.4642186972337638
28,0,7,4,1,8,4,2,0.14617156669624295
37,1,1,3,0,75,6,2,0.5345373918554425
37,0,1,4,0,0,11,2,0.2259662923463909
33,0,3,4,3,69,7,3,0.4083874786832369
27,0,7,0,1,7,7,2,0.720385435581409
19,0,7,3,3,34,6,3,0.24228971076103156
25,0,3,1,3,77,10,2,0.9312679796610085
26,0,7,3,3,27,8,2,0.3027921576658018
34,1,1,3,2,17,6,2,0.29146336227934916
23,1,0,3,3,2,4,3,0.11485414506901757
19,0,3,1,3,30,7,3,0.9018020702740305
33,1,0,0,2,7,7,2,0.8371398449267301
31,0,7,4,3,2,5,0,0.22208436251305605
31,0,7,1,2,12,5,2,0.6801282715042763
30,0,7,1,3,10,4,2,0.8275085311137813
26,1,0,1,0,192,6,3,0.9971449597499408
28,0,3,1,2,45,5,2,0.9486266195930647
19,1,7,4,1,5,5,3,0.048987114355277986
29,0,3,4,2,2,10,3,0.12205835951652672
28,0,7,4,0,5,5,1,0.44287788825745295
22,0,7,3,1,11,7,2,0.9275141782539784
25,1,7,1,0,106,18,2,0.9133477696785759
32,0,7,4,2,2,6,2,0.06770942671755258
35,1,7,1,0,16,4,4,0.8980685915132466
28,0,7,4,3,26,8,1,0.493683853920291
27,0,7,4,1,216,5,3,0.3720053794267503
38,0,3,1,3,39,8,3,0.9500625141347985
32,1,7,3,3,38,5,2,0.4736018134052763
26,0,1,1,0,237,11,2,0.9847937605695707
28,1,7,0,2,163,5,2,0.9666067678836112
21,1,7,3,0,23,5,1,0.6832061899923186
24,0,3,4,0,12,4,3,0.5590331867041001
24,0,7,2,2,208,11,3,0.5802854977637721
32,1,1,2,3,3,4,4,0.2111964979131516
22,0,0,4,2,20,9,2,0.25460057342619274
26,0,7,4,2,49,4,3,0.24986498513370112
38,0,3,0,3,226,5,1,0.9970328720965553
30,1,7,4,3,75,5,3,0.19640828735719237
29,0,3,4,2,3,4,3,0.12205835951652672
38,1,7,4,3,5,7,4,0.13799151878469615
27,0,7,3,2,4,5,2,0.12109230354434995
19,1,7,4,2,12,4,4,0.19173799367157632
27,1,7,3,2,54,4,2,0.39134031552552034
36,1,3,4,3,18,7,2,0.5045714971936305
34,0,3,4,2,20,4,2,0.6013122350918161
33,1,7,4,3,4,11,3,0.09788092345453299
21,1,7,4,2,62,9,2,0.19173799367157632
33,1,3,4,2,6,10,2,0.22924216265835395
35,1,1,4,2,2,7,3,0.06618596215903105
24,0,7,4,1,89,9,3,0.1708413789233215
36,0,7,1,0,190,8,2,0.9782509092523439
21,1,7,4,2,39,11,2,0.3295081344382887
20,1,7,4,2,1,18,2,0.06770942671755258
25,0,7,0,2,12,5,2,0.850075151553441
31,0,7,4,2,4,12,2,0.0952756906627491
34,0,7,1,3,234,10,2,0.9428588435009359
26,0,3,2,2,9,11,2,0.5301832089223527
27,1,7,4,2,25,5,2,0.19173799367157632
20,1,7,3,3,1,4,3,0.08266915896549125
37,1,3,4,3,6,7,2,0.5045714971936305
36,1,7,1,3,0,5,2,0.49737036287702346
22,0,7,3,2,98,8,2,0.3552977464809249
21,0,3,2,2,112,7,3,0.5759459953105931
25,0,7,3,0,3,6,2,0.19626167089773988
30,0,7,4,1,2,6,2,0.04980215760699774
31,0,7,4,2,48,3,2,0.5252338979610447
29,0,3,0,3,12,6,1,0.9850346808115543
29,0,3,4,1,3,7,2,0.12894135123287565
34,1,3,4,2,35,7,2,0.401193131209257
25,0,3,4,3,18,5,3,0.4083874786832369
27,0,7,4,2,17,8,2,0.19173799367157632
21,0,7,1,2,0,8,2,0.4914074137621636
34,1,7,1,0,8,7,2,0.9532003153610481
35,1,7,1,0,111,6,2,0.939921344351182
20,0,3,4,2,3,9,2,0.17020729105823318
22,0,7,4,0,48,12,2,0.7602861820295751
37,0,7,2,0,161,7,2,0.850626701265653
29,1,7,4,3,23,5,2,0.2650325116032955
29,1,7,1,2,12,5,1,0.8951064650313841
37,1,1,0,3,3,5,2,0.7052072685978714
33,1,3,4,2,44,8,3,0.48473668424663047
27,1,7,1,2,22,9,2,0.6801282715042763
24,1,3,4,2,106,8,2,0.5433159088079472
26,1,3,4,3,47,5,3,0.5884860853416161
26,1,7,1,3,1,8,1,0.7279386513634619
22,1,3,2,3,137,6,1,0.9594808728411227
32,0,7,4,3,3,10,2,0.09942441049554852
31,0,7,1,0,67,12,3,0.8009267673563681
37,0,7,1,0,53,11,3,0.9662151012504788
25,0,7,1,2,148,7,2,0.9415599656337198
21,1,7,2,2,175,6,3,0.5802854977637721
29,0,7,4,3,61,5,2,0.9572279108810282
22,1,7,4,2,9,11,2,0.19173799367157632
38,1,7,4,3,5,11,2,0.13799151878469615
33,0,1,0,3,31,4,0,0.9829729732752995
24,0,7,4,3,28,9,2,0.2650325116032955
36,0,7,1,2,180,5,2,0.9156461283811059
19,0,7,1,3,8,2,2,0.8791681197185666
21,1,7,4,3,182,4,2,0.9913233362528607
19,1,7,3,2,165,8,3,0.5178170227768881
25,1,7,2,3,1,5,2,0.1567963811617384
30,1,3,3,1,9,8,2,0.3874698353868201
21,0,7,0,1,7,10,2,0.720385435581409
33,0,7,1,2,160,8,3,0.9161088369866378
38,0,3,1,2,120,7,2,0.9142616705473912
38,1,7,3,1,3,9,3,0.04441251181277217
35,0,1,1,0,10,8,2,0.9518255592723212
32,0,7,1,2,50,5,2,0.8149811489642007
33,0,3,3,2,3,4,3,0.15389771627945556
37,1,7,4,2,22,7,2,0.19173799367157632
21,1,3,4,2,7,7,2,0.401193131209257
32,1,7,3,3,13,7,3,0.24228971076103156
23,0,7,1,2,27,7,2,0.6801282715042763
27,1,3,1,3,18,4,2,0.9312679796610085
29,0,7,4,2,84,6,0,0.6367165868276662
36,1,7,4,3,11,8,3,0.19640828735719237
19,0,3,4,2,33,6,1,0.6443309079785957
37,0,1,1,3,157,3,2,0.9875595515469137
37,1,7,1,3,10,3,3,0.8314100968570922
34,1,7,1,0,36,6,1,0.9913112748543327
31,1,7,3,2,34,5,2,0.2222124296375601
38,1,1,3,2,194,6,2,0.6774244046032873
24,1,7,1,2,35,7,2,0.6801282715042763
19,1,7,4,3,3,8,2,0.09942441049554852
25,1,7,4,1,9,5,1,0.3164268895622758
34,1,7,1,2,168,6,2,0.9156461283811059
36,0,7,4,2,3,5,3,0.0666218676473796
29,1,7,3,0,2,6,3,0.2936022193397801
22,1,7,4,2,216,8,1,0.7660606225444355
34,0,7,2,1,226,10,2,0.5954819410168474
38,0,7,2,3,15,7,3,0.2916219333340934
29,0,7,2,3,219,6,0,0.8891142971998491
24,1,7,1,0,5,6,3,0.8050246751025973
37,1,3,1,2,217,12,0,0.9875430968358485
26,0,7,4,1,4,7,3,0.048987114355277986
21,0,7,4,1,1,5,2,0.04980215760699774
27,0,7,3,2,225,5,2,0.6130664235278493
22,1,7,1,2,5,5,3,0.4870698484270881
27,1,7,1,3,9,5,2,0.9966525426416377
29,0,7,3,3,4,7,3,0.11557091292248328
23,0,7,4,3,22,5,2,0.2650325116032955
27,0,3,2,2,21,6,3,0.4333878058217357
28,0,7,1,3,163,5,2,0.9607709898690453
26,1,7,4,2,232,7,3,0.4508020768233382
20,0,7,0,2,15,7,3,0.7075770078457801
25,0,3,4,3,2,5,3,0.17446634856967164
22,1,3,4,1,150,8,1,0.8696952329082515
32,0,7,1,3,53,7,4,0.9085799075031477
35,1,7,0,2,41,4,2,0.9215457317556898
29,0,7,3,2,68,10,3,0.16222822285069657
24,0,0,4,2,16,4,2,0.25460057342619274
19,1,3,3,1,2,7,2,0.16224435963257305
37,0,3,4,2,57,6,2,0.5812360910981134
21,0,7,4,2,18,5,2,0.19173799367157632
38,1,1,3,0,30,10,2,0.5550662000087515
30,1,1,2,0,107,11,2,0.7403914923971168
20,1,3,1,1,7,5,2,0.812513978091017
33,1,3,4,2,3,6,3,0.12205835951652672
26,0,0,3,2,1,5,3,0.07864711961450245
23,0,3,1,2,1,4,3,0.6490724524278824
34,1,7,3,3,9,5,3,0.22741615698116557
38,1,7,1,2,33,7,3,0.6814334044724342
24,1,7,1,0,18,12,0,0.9933985748782638
36,0,3,4,2,1,5,2,0.17020729105823318
29,1,7,4,2,16,5,3,0.13851507233090157
31,0,7,1,0,1,4,1,0.944011591369343
24,0,7,4,2,1,5,2,0.06770942671755258
20,0,7,3,0,9,4,2,0.4642186972337638
34,0,3,4,2,5,10,3,0.16776966098078253
28,1,7,2,3,5,5,2,0.2123702534417876
21,0,7,2,0,5,5,0,0.5615003744883161
25,0,3,1,2,10,5,2,0.8991258406437996
29,1,7,4,2,6,7,2,0.0952756906627491
37,1,3,4,2,170,7,2,0.7737751171854721
22,1,7,4,1,12,7,3,0.1039700280549616
29,1,1,3,3,7,4,2,0.4045088744554291
22,0,1,1,0,207,11,3,0.9777258922143557
25,0,7,4,1,8,9,3,0.1039700280549616
28,1,7,4,3,11,8,3,0.19640828735719237
20,1,1,4,0,0,6,2,0.2259662923463909
34,0,3,2,3,56,7,2,0.780401630869964
34,0,0,4,1,6,7,3,0.06904592060832918
34,1,3,2,1,35,7,2,0.4488513055637217
27,1,3,4,0,97,2,3,0.8351900628124211
34,1,7,0,2,11,5,2,0.7811818727957353
37,1,7,4,2,0,5,2,0.06770942671755258
31,0,7,4,1,223,4,2,0.46637549669581
29,1,7,1,2,37,8,3,0.7490938474639302
31,1,7,3,2,3,4,3,0.06050523749379667
26,0,3,2,3,198,5,2,0.8975147261686591
25,1,3,2,2,10,6,3,0.4333878058217357
33,0,3,1,1,54,6,2,0.9301958924387905
35,0,7,3,2,44,9,0,0.6048229718612856
37,1,7,3,3,12,7,2,0.3027921576658018
34,1,7,4,2,4,5,3,0.0666218676473796
37,0,1,2,0,36,9,2,0.6162849212005244
24,1,1,4,1,18,4,2,0.3568677500472964
36,1,3,1,0,4,6,2,0.9169878669565338
26,1,7,3,1,52,10,3,0.22450762852947834
23,1,7,4,2,6,11,2,0.0952756906627491
26,0,7,4,2,4,7,2,0.0952756906627491
36,0,7,2,2,52,5,2,0.45288159490426627
34,1,7,0,2,109,8,2,0.9096513926938212
28,0,7,4,2,17,5,2,0.19173799367157632
36,1,7,1,2,11,7,2,0.7593810169389497
22,0,7,4,2,8,5,2,0.19173799367157632
31,1,3,1,3,91,10,2,0.9600948668884944
20,1,7,4,1,3,4,2,0.07063023635685803
29,1,7,4,2,62,6,2,0.19173799367157632
28,1,7,1,0,7,7,3,0.8009267673563681
21,1,7,4,3,163,11,3,0.5551131985354308
38,0,7,4,2,3,5,0,0.21403379164206074
34,1,7,3,2,83,5,3,0.1737974195454624
22,1,3,4,2,6,6,2,0.401193131209257
36,1,7,3,2,1,4,3,0.06050523749379667
38,1,7,4,0,29,7,2,0.604894970501759
38,1,7,4,3,28,5,3,0.19640828735719237
28,1,3,3,2,22,7,2,0.4465649943580163
34,1,3,3,2,35,6,2,0.4671057291157117
37,0,3,0,3,174,7,2,0.9920174394688329
32,0,3,3,3,93,4,2,0.702913504273129
36,1,7,4,2,3,7,2,0.06770942671755258
29,0,3,4,2,212,6,1,0.9024245848563444
22,0,7,4,1,1,5,3,0.034305763809608196
36,1,7,1,0,45,14,2,0.9877803340828097
29,1,7,4,1,36,6,3,0.19379685508492317
35,1,7,4,0,50,8,3,0.48183921213735564
24,0,0,3,0,16,10,0,0.9865477514326779
35,1,3,1,2,0,6,3,0.6490724524278824
19,0,7,4,2,2,8,3,0.0469161421399008
31,1,7,2,3,84,10,3,0.2916219333340934
34,0,3,1,3,78,7,2,0.9312679796610085
26,1,7,2,1,57,8,2,0.37396892316912644
25,0,3,4,2,27,5,2,0.401193131209257
27,1,1,2,3,32,7,2,0.46653371241328345
19,1,3,1,1,4,5,2,0.7406322557462726
33,0,7,4,2,83,5,2,0.19173799367157632
32,1,7,4,2,7,6,3,0.13851507233090157
37,1,7,4,0,12,5,2,0.3984089101362767
26,1,3,1,3,27,6,3,0.9018020702740305
26,1,3,4,1,2,6,0,0.2768229441824935
25,1,1,0,0,3,6,1,0.9496657967045544
29,1,7,4,2,3,6,2,0.06770942671755258
25,0,3,3,2,33,10,3,0.3726910492540855
25,0,7,1,0,63,11,2,0.8558226120892807
23,0,3,3,2,4,8,2,0.2637324381232358
19,1,3,4,2,5,7,2,0.22924216265835395
37,1,7,3,0,16,5,3,0.5758377837653375
29,0,1,4,2,58,16,2,0.9920554902081421
21,0,3,3,3,75,6,1,0.7827429456913858
32,0,7,4,2,3,6,2,0.06770942671755258
20,1,7,4,2,14,5,2,0.19173799367157632
38,0,7,4,3,21,7,2,0.2650325116032955
27,1,7,4,3,32,5,2,0.2650325116032955
20,1,3,1,2,3,6,1,0.8806494160904836
37,1,7,4,3,16,6,2,0.2650325116032955
27,1,1,4,1,5,6,2,0.09863214861827935
19,0,7,1,3,5,5,1,0.8520385929937592
25,1,3,1,2,2,15,3,0.8402395281148497
34,0,7,3,2,45,5,0,0.6048229718612856
28,0,0,1,2,138,4,2,0.9946114445318933
30,0,3,3,2,1,6,3,0.14342323267346072
22,1,7,3,2,70,9,2,0.23684998372404348
27,0,7,4,0,0,6,2,0.1685748023948792
20,1,7,4,2,128,5,2,0.5477271131353904
31,0,7,4,2,6,8,2,0.19173799367157632
30,0,7,1,3,24,11,3,0.686589351812313
29,0,3,0,3,39,7,2,0.9694675201484428
32,1,3,4,3,1,3,1,0.6549260526584489
25,0,3,1,0,7,7,2,0.943708776447091
32,1,7,4,2,2,7,3,0.0469161421399008
24,1,3,4,2,212,8,0,0.8984233221386818
27,1,7,4,1,36,4,2,0.14617156669624295
33,1,7,4,2,1,9,3,0.0469161421399008
19,0,3,2,3,28,5,3,0.5376139353058357
19,0,3,1,3,45,6,2,0.9655994920689823
24,1,3,4,1,53,5,3,0.40437586433525874
36,0,7,4,2,35,4,3,0.13851507233090157
38,0,7,2,1,57,6,2,0.37396892316912644
37,1,3,4,2,36,8,3,0.3122936162960593
34,0,7,4,0,2,9,2,0.31913290784050563
22,0,3,0,0,11,7,3,0.9501955158538048
29,0,7,3,3,91,6,2,0.43540262165865856
28,0,1,1,2,98,9,2,0.8897329643128852
24,0,7,4,2,3,11,2,0.06770942671755258
33,1,7,4,2,3,7,2,0.06770942671755258
27,0,3,0,2,178,4,4,0.9879158013730999
20,0,7,4,3,3,12,2,0.23892364891603074
36,0,7,0,0,80,3,2,0.9727024141542371
29,1,7,4,1,1,5,2,0.04980215760699774
38,0,3,1,2,79,9,2,0.8991258406437996
25,0,7,1,0,15,9,3,0.8565620666202416
26,1,7,4,1,28,6,3,0.1039700280549616
33,1,7,0,2,28,5,1,0.9387679991391248
37,1,3,2,0,197,8,3,0.9159741097829787
22,0,1,1,1,33,10,3,0.599595209730485
37,0,0,4,3,66,7,2,0.8051132268144889
38,0,3,4,2,25,8,2,0.401193131209257
33,0,7,4,2,16,3,3,0.265759187632013
23,1,7,4,3,5,5,3,0.09788092345453299
23,0,7,1,2,0,10,2,0.3942931793968014
37,0,7,4,2,4,10,2,0.0952756906627491
29,0,3,3,3,9,9,2,0.5508791173092622
33,1,3,0,3,22,6,2,0.9605409635188147
24,1,7,0,0,10,5,2,0.940579001845366
25,1,7,4,3,4,7,2,0.13799151878469615
38,1,7,3,2,117,5,2,0.3552977464809249
29,1,7,4,3,17,5,2,0.2650325116032955
29,1,3,3,2,2,7,2,0.2115796129386567
35,0,3,1,2,54,5,1,0.9803648401721085
33,1,0,3,1,103,6,2,0.36412771972208446
31,0,7,4,2,8,5,3,0.13851507233090157
19,0,3,2,0,4,7,2,0.5830819502896853
21,0,7,0,2,9,4,0,0.9361516223490771
24,1,1,1,2,19,9,1,0.9247375724406629
38,0,7,4,2,15,8,3,0.13851507233090157
37,1,3,1,0,118,5,2,0.9674999649502435
20,1,7,4,2,53,11,2,0.3295081344382887
23,0,3,1,1,28,5,1,0.9456313069094796
25,0,7,3,1,7,5,3,0.12261092824308445
21,1,7,4,0,1,7,0,0.599680984129965
32,0,7,0,3,6,9,3,0.7217085007942965
35,0,7,1,1,222,5,3,0.8873968014292406
28,1,3,2,0,31,5,1,0.8949418765515244
35,1,7,4,3,4,5,2,0.13799151878469615
23,1,3,4,0,13,6,2,0.6516185144181187
26,1,1,4,2,5,10,3,0.09319398502573192
23,1,3,1,3,16,10,2,0.9012689558391219
24,1,7,4,3,12,7,2,0.2650325116032955
29,1,7,4,1,1,11,2,0.04980215760699774
34,1,7,1,1,1,6,2,0.4108224364416618
27,1,7,4,2,0,7,3,0.0469161421399008
31,0,3,4,0,6,5,2,0.45364898003732856
29,0,3,4,2,184,10,2,0.7737751171854721
23,0,3,1,3,3,11,2,0.8057565243602144
35,0,7,4,2,0,6,2,0.06770942671755258
22,0,7,2,1,0,7,2,0.08111926111917885
28,0,3,2,1,28,5,2,0.4488513055637217
30,0,7,0,2,205,7,1,0.9801114640979869
21,1,7,3,2,4,5,2,0.11255358228323815
31,1,7,3,1,44,8,1,0.5564664175885835
19,1,7,4,3,3,5,3,0.06961888680922525
27,0,7,3,1,10,4,2,0.17093539450441786
22,1,7,4,2,8,5,2,0.19173799367157632
20,1,7,3,3,103,6,2,0.45585282658658766
29,0,3,4,3,9,8,3,0.4083874786832369
37,1,3,3,0,11,11,2,0.838904604947796
33,0,7,4,1,21,7,2,0.14617156669624295
21,1,3,1,3,1,4,3,0.737641732963824
22,1,0,3,2,17,10,2,0.3088512077196996
23,0,7,2,3,32,6,3,0.2916219333340934
28,1,7,2,2,70,7,2,0.2854919466483189
34,0,3,2,0,29,6,2,0.8792704354447299
29,0,1,2,2,6,5,1,0.6087020356756472
37,0,1,1,0,6,7,2,0.8952522920689405
25,0,7,1,0,29,12,3,0.9029200408514009
24,1,3,1,0,39,6,2,0.9916784864130549
24,0,7,4,2,3,6,3,0.0469161421399008
22,1,1,0,3,28,9,4,0.9254289815976484
37,1,7,4,3,3,6,3,0.06961888680922525
20,0,3,2,2,11,7,2,0.5301832089223527
21,0,7,4,2,16,7,2,0.19173799367157632
29,1,7,4,2,3,5,3,0.0469161421399008
29,0,1,1,0,6,6,2,0.8492050066714355
35,1,7,1,1,12,5,2,0.6948931752090076
21,0,7,1,0,48,4,2,0.9480582104599331
35,0,7,0,2,4,11,3,0.6304550577909968
22,1,3,4,1,2,6,1,0.28584632735618654
33,0,7,3,2,61,5,2,0.2222124296375601
20,0,3,1,2,4,8,2,0.7982592700637847
37,0,3,4,0,148,8,2,0.90520193894796
31,0,3,4,1,87,4,3,0.3678583157721163
35,1,7,3,1,3,7,1,0.15641139011259297
35,0,3,4,0,4,6,2,0.45364898003732856
32,0,7,2,2,11,5,2,0.2854919466483189
26,1,7,1,2,7,6,2,0.6801282715042763
33,1,3,3,1,52,11,2,0.5671875985611868
31,0,1,3,2,1,8,3,0.08485953984730603
30,0,7,4,0,11,4,1,0.8054341912958342
22,0,7,4,0,3,5,2,0.1685748023948792
34,0,7,4,1,9,7,2,0.14617156669624295
31,1,7,4,1,35,5,2,0.14617156669624295
32,1,7,4,0,6,8,4,0.4046333923668086
24,0,3,4,2,151,6,2,0.7737751171854721
20,1,7,4,2,10,9,2,0.19173799367157632
28,0,7,0,2,11,5,3,0.7935189258569222
36,0,3,4,2,5,8,3,0.16776966098078253
32,0,3,1,1,47,6,1,0.9729963996384461
23,0,7,3,0,15,8,2,0.4642186972337638
23,1,7,4,3,2,11,3,0.06961888680922525
24,0,3,0,3,99,4,2,0.9645591231495761
36,0,3,4,0,1,7,2,0.5696689957240569
32,1,7,3,0,1,7,2,0.19626167089773988
25,1,0,2,2,70,5,3,0.2805428995680137
35,0,7,2,3,6,12,0,0.6109905645128729
21,0,3,4,1,28,4,2,0.32592173020100806
25,0,7,1,0,10,5,2,0.8558226120892807
31,0,7,4,2,11,8,1,0.39077668936847837
26,1,3,4,3,6,6,3,0.23456086545504606
25,0,3,4,2,15,7,2,0.401193131209257
37,0,7,4,2,33,4,1,0.39077668936847837
28,0,7,4,2,31,6,2,0.19173799367157632
22,0,7,1,2,1,7,2,0.3942931793968014
24,0,1,4,3,10,6,2,0.3417643366081469
37,0,3,1,2,98,7,1,0.9771670350202469
29,1,7,3,0,4,6,2,0.4706669397679539
31,0,7,4,1,2,5,2,0.04980215760699774
27,0,7,4,3,21,7,3,0.19640828735719237
38,1,3,1,2,10,7,1,0.9419872781169868
21,1,1,4,1,2,7,3,0.0486605772887128
20,1,7,4,2,1,8,2,0.06770942671755258
21,1,7,4,2,156,5,3,0.4508020768233382
36,0,7,4,0,2,12,2,0.1685748023948792
24,1,3,1,0,78,10,3,0.9440269620834761
22,1,7,4,2,5,7,2,0.0952756906627491
38,1,3,2,2,197,6,1,0.9396777263573242
30,1,1,1,2,5,4,2,0.668569450079269
38,1,7,1,3,13,6,2,0.8275085311137813
31,0,7,4,0,3,10,2,0.1685748023948792
27,0,7,1,0,77,6,1,0.9413499512202117
30,0,7,1,0,227,6,2,0.9994685639685156
19,0,3,4,1,66,7,1,0.5666064740649351
22,1,3,4,2,2,7,2,0.17020729105823318
34,0,3,4,1,16,8,2,0.32592173020100806
22,0,7,4,2,31,5,3,0.13851507233090157
30,0,7,4,2,91,10,2,0.2963872599615633
23,0,3,0,2,13,7,2,0.9412241832652388
36,0,7,4,2,2,4,2,0.06770942671755258
20,0,3,4,0,11,5,2,0.6516185144181187
38,1,7,4,3,7,5,3,0.19640828735719237
37,0,7,1,2,194,4,2,0.9156461283811059
36,0,7,1,3,10,8,2,0.763712844466626
20,1,7,1,2,24,9,2,0.6801282715042763
35,1,7,1,2,33,7,2,0.7593810169389497
34,0,7,4,2,1,7,2,0.06770942671755258
37,0,7,1,2,4,7,3,0.39015523490096693
37,0,7,3,2,27,6,2,0.2222124296375601
23,0,7,2,3,6,7,2,0.2123702534417876
24,1,3,4,2,47,7,2,0.5812360910981134
31,0,3,3,2,51,5,3,0.531175650790311
28,0,0,1,2,5,4,2,0.8195281506975587
34,1,7,4,3,80,5,2,0.2650325116032955
34,1,1,2,2,161,11,2,0.7460015725248021
26,1,7,2,0,2,7,3,0.18796193938017733
19,1,7,2,0,30,4,2,0.5272920785144884
31,0,7,3,1,1,5,2,0.06417089461205494
22,1,3,1,2,174,10,2,0.9684116697565233
23,0,7,4,3,4,8,2,0.13799151878469615
20,0,7,1,1,10,5,3,0.5098103902815762
25,1,7,4,2,3,12,2,0.0952756906627491
28,0,3,0,1,167,10,2,0.9737856048489756
36,0,7,3,2,71,6,2,0.23684998372404348
28,1,7,2,3,62,6,4,0.3778702566185759
34,1,7,4,2,103,6,2,0.2963872599615633
36,0,7,4,3,30,6,2,0.2650325116032955
30,1,3,1,3,17,8,2,0.9312679796610085
22,1,7,2,3,58,7,3,0.46029035301680715
25,1,3,0,2,41,12,3,0.957420705381236
23,1,3,1,2,218,5,0,0.9875430968358485
34,1,7,4,3,6,6,3,0.09788092345453299
21,1,1,3,0,221,5,2,0.9312864255970434
31,0,3,1,2,1,5,2,0.7318220303041513
35,1,0,1,3,57,8,2,0.9060236385365147
33,1,7,1,2,22,10,2,0.7593810169389497
36,0,7,4,2,5,5,2,0.0952756906627491
23,0,7,4,2,23,6,2,0.19173799367157632
29,1,7,1,3,207,7,2,0.9607709898690453
34,0,0,1,3,11,8,2,0.9976727391118209
